500 7500
6140 83 63
6141 61 24
6142 94 59
6143 46 94
6144 92 64
6145 37 30
6146 51 48
6147 83 41
6148 76 33
6149 80 30
6150 50 100
6151 72 32
6152 83 11
6153 84 75
6154 53 24
6155 58 58
6156 69 25
6157 61 51
6158 89 6
6159 87 7
6160 46 84
6161 39 95
6162 32 17
6163 47 32
6164 44 85
6165 26 20
6166 62 55
6167 94 25
6168 56 32
6169 54 23
6170 78 8
6171 86 11
6172 79 25
6173 45 79
6174 62 46
6175 42 93
6176 49 92
6177 30 44
6178 89 57
6179 40 52
6180 58 54
6181 94 85
6182 33 77
6183 63 67
6184 95 52
6185 37 100
6186 45 33
6187 63 96
6188 41 21
6189 72 95
6190 27 67
6191 28 14
6192 64 59
6193 46 82
6194 25 57
6195 31 91
6196 39 57
6197 34 88
6198 42 21
6199 25 59
6200 72 6
6201 30 27
6202 68 36
6203 38 18
6204 73 87
6205 71 27
6206 43 9
6207 42 57
6208 29 17
6209 85 5
6210 25 7
6211 66 83
6212 40 87
6213 34 79
6214 32 7
6215 78 100
6216 28 76
6217 83 54
6218 33 85
6219 77 74
6220 89 46
6221 62 44
6222 28 3
6223 85 96
6224 86 15
6225 28 7
6226 42 51
6227 54 67
6228 81 81
6229 55 41
6230 99 84
6231 60 66
6232 79 52
6233 86 13
6234 48 36
6235 60 98
6236 47 15
6237 73 4
6238 93 46
6239 98 83
6240 60 18
6241 56 33
6242 83 85
6243 48 30
6244 83 9
6245 81 46
6246 67 12
6247 87 27
6248 62 59
6249 95 81
6250 61 41
6251 48 86
6252 88 13
6253 65 53
6254 29 63
6255 92 77
6256 31 63
6257 64 47
6258 96 90
6259 44 19
6260 40 45
6261 41 96
6262 76 13
6263 63 86
6264 70 42
6265 74 78
6266 27 77
6267 53 67
6268 33 91
6269 32 100
6270 36 66
6271 25 96
6272 58 11
6273 89 80
6274 93 17
6275 25 77
6276 79 71
6277 84 54
6278 31 66
6279 72 24
6280 42 37
6281 42 62
6282 79 18
6283 43 19
6284 45 26
6285 94 24
6286 67 74
6287 98 50
6288 45 45
6289 90 63
6290 68 73
6291 80 2
6292 39 72
6293 34 67
6294 100 17
6295 48 93
6296 42 41
6297 28 41
6298 26 28
6299 81 3
6300 44 51
6301 56 12
6302 59 10
6303 72 75
6304 73 62
6305 86 100
6306 61 11
6307 74 1
6308 81 12
6309 37 28
6310 96 99
6311 70 55
6312 43 73
6313 90 79
6314 28 31
6315 100 91
6316 35 47
6317 81 4
6318 76 13
6319 74 73
6320 27 29
6321 48 47
6322 46 52
6323 79 12
6324 91 81
6325 78 47
6326 93 52
6327 48 74
6328 48 22
6329 30 72
6330 75 6
6331 54 90
6332 90 68
6333 74 61
6334 57 31
6335 71 80
6336 55 42
6337 65 80
6338 64 3
6339 61 25
6340 87 1
6341 49 62
6342 42 76
6343 43 35
6344 67 27
6345 46 81
6346 25 86
6347 44 3
6348 92 12
6349 34 2
6350 84 84
6351 82 42
6352 74 32
6353 92 83
6354 58 63
6355 99 37
6356 92 2
6357 30 91
6358 32 91
6359 92 73
6360 26 47
6361 26 43
6362 82 48
6363 55 2
6364 64 77
6365 48 80
6366 80 15
6367 96 15
6368 83 94
6369 74 80
6370 92 70
6371 80 56
6372 35 65
6373 48 35
6374 99 80
6375 94 6
6376 64 51
6377 54 70
6378 59 72
6379 69 10
6380 45 10
6381 43 11
6382 36 54
6383 45 25
6384 59 3
6385 86 68
6386 26 95
6387 25 98
6388 82 29
6389 53 57
6390 69 12
6391 66 46
6392 42 100
6393 53 50
6394 69 97
6395 83 46
6396 68 95
6397 94 81
6398 64 62
6399 43 35
6400 33 26
6401 48 85
6402 37 68
6403 33 15
6404 58 100
6405 98 30
6406 72 17
6407 73 13
6408 88 69
6409 92 83
6410 60 4
6411 64 16
6412 88 79
6413 30 62
6414 82 28
6415 41 96
6416 74 61
6417 35 81
6418 77 73
6419 61 95
6420 62 13
6421 67 52
6422 54 74
6423 98 38
6424 40 94
6425 37 49
6426 83 88
6427 52 16
6428 81 61
6429 48 30
6430 85 93
6431 47 41
6432 42 30
6433 55 62
6434 81 46
6435 50 90
6436 36 34
6437 87 96
6438 52 4
6439 29 27
6440 63 29
6441 44 36
6442 44 93
6443 34 64
6444 98 77
6445 62 83
6446 33 60
6447 42 79
6448 75 33
6449 84 66
6450 65 25
6451 67 69
6452 48 17
6453 85 37
6454 78 11
6455 52 89
6456 51 10
6457 79 53
6458 82 96
6459 98 68
6460 54 35
6461 62 57
6462 86 67
6463 59 51
6464 47 66
6465 95 63
6466 38 56
6467 91 15
6468 63 99
6469 25 23
6470 44 19
6471 40 55
6472 79 29
6473 77 13
6474 64 99
6475 88 50
6476 100 41
6477 27 56
6478 89 62
6479 99 61
6480 74 79
6481 59 44
6482 44 23
6483 29 53
6484 91 42
6485 100 45
6486 83 61
6487 87 60
6488 25 38
6489 76 98
6490 44 69
6491 57 27
6492 63 25
6493 71 38
6494 53 75
6495 92 37
6496 38 10
6497 78 26
6498 93 29
6499 41 39
6500 66 17
6501 54 64
6502 27 90
6503 48 67
6504 31 60
6505 38 93
6506 85 96
6507 43 82
6508 73 72
6509 26 91
6510 96 90
6511 47 43
6512 80 44
6513 87 59
6514 90 26
6515 52 98
6516 52 5
6517 25 6
6518 88 70
6519 31 1
6520 32 55
6521 77 38
6522 64 74
6523 28 93
6524 28 83
6525 79 2
6526 63 90
6527 44 76
6528 66 85
6529 76 64
6530 39 4
6531 39 76
6532 77 19
6533 40 11
6534 84 57
6535 72 82
6536 69 7
6537 32 16
6538 35 68
6539 67 92
6540 60 50
6541 45 94
6542 92 99
6543 75 98
6544 82 5
6545 25 98
6546 84 72
6547 98 1
6548 81 35
6549 54 63
6550 35 21
6551 91 25
6552 94 12
6553 59 2
6554 95 82
6555 68 63
6556 82 1
6557 47 82
6558 72 75
6559 54 8
6560 50 12
6561 49 81
6562 45 29
6563 64 60
6564 28 87
6565 76 83
6566 89 34
6567 38 89
6568 95 83
6569 39 5
6570 75 47
6571 48 64
6572 34 18
6573 39 96
6574 96 97
6575 52 12
6576 40 76
6577 36 100
6578 36 73
6579 38 63
6580 66 27
6581 37 92
6582 95 22
6583 70 85
6584 53 17
6585 90 41
6586 82 37
6587 52 25
6588 70 22
6589 62 15
6590 32 92
6591 94 99
6592 49 75
6593 66 40
6594 62 86
6595 90 40
6596 84 93
6597 94 77
6598 64 71
6599 51 48
6600 52 90
6601 65 27
6602 94 53
6603 58 88
6604 87 24
6605 77 89
6606 89 62
6607 95 56
6608 25 61
6609 41 96
6610 31 52
6611 90 36
6612 38 24
6613 55 22
6614 85 40
6615 69 28
6616 77 1
6617 83 54
6618 77 70
6619 61 14
6620 56 90
6621 32 90
6622 74 98
6623 89 18
6624 35 49
6625 82 35
6626 92 38
6627 53 44
6628 38 40
6629 75 63
6630 54 30
6631 43 18
6632 41 14
6633 34 35
6634 30 74
6635 30 91
6636 71 78
6637 82 89
6638 28 89
6639 70 12
6640 38 80
6641 81 27
6642 30 27
6643 79 3
6644 40 24
6645 29 83
6646 53 84
6647 38 32
6648 85 19
6649 88 30
6650 31 13
6651 29 70
6652 84 12
6653 49 39
6654 65 97
6655 30 59
6656 94 56
6657 45 49
6658 94 1
6659 35 4
6660 36 69
6661 51 45
6662 68 83
6663 93 26
6664 75 69
6665 83 26
6666 50 44
6667 96 29
6668 98 77
6669 45 96
6670 94 10
6671 74 88
6672 62 98
6673 99 6
6674 61 73
6675 28 12
6676 93 13
6677 71 98
6678 76 79
6679 56 66
6680 54 67
6681 84 36
6682 51 23
6683 84 72
6684 49 27
6685 97 90
6686 29 65
6687 71 53
6688 48 66
6689 45 95
6690 63 100
6691 58 5
6692 54 16
6693 81 14
6694 37 10
6695 76 32
6696 50 43
6697 57 93
6698 44 6
6699 57 10
6700 49 9
6701 92 44
6702 88 9
6703 31 89
6704 94 74
6705 98 48
6706 38 38
6707 96 46
6708 54 95
6709 54 48
6710 35 45
6711 53 7
6712 53 75
6713 90 20
6714 88 55
6715 44 88
6716 59 67
6717 33 90
6718 57 29
6719 44 51
6720 72 41
6721 84 92
6722 37 41
6723 25 96
6724 89 9
6725 84 70
6726 56 42
6727 51 8
6728 64 73
6729 37 29
6730 68 97
6731 67 48
6732 66 60
6733 42 94
6734 84 72
6735 30 59
6736 59 76
6737 67 76
6738 96 10
6739 81 70
6740 59 30
6741 92 73
6742 53 96
6743 66 54
6744 82 37
6745 93 80
6746 37 51
6747 58 26
6748 50 48
6749 95 4
6750 40 64
6751 94 95
6752 63 37
6753 87 90
6754 82 8
6755 27 92
6756 44 61
6757 68 50
6758 33 41
6759 74 45
6760 33 91
6761 68 53
6762 88 66
6763 52 88
6764 57 38
6765 83 47
6766 55 25
6767 93 23
6768 81 77
6769 66 90
6770 92 61
6771 70 67
6772 95 74
6773 46 5
6774 50 53
6775 73 87
6776 86 79
6777 91 83
6778 77 46
6779 57 45
6780 83 1
6781 89 20
6782 61 73
6783 46 48
6784 91 7
6785 57 62
6786 56 26
6787 81 9
6788 26 1
6789 89 71
6790 46 8
6791 77 13
6792 88 22
6793 67 25
6794 26 5
6795 81 78
6796 66 85
6797 26 77
6798 58 69
6799 52 38
6800 30 89
6801 88 28
6802 26 57
6803 33 87
6804 97 84
6805 67 13
6806 63 79
6807 52 1
6808 28 68
6809 62 65
6810 57 74
6811 28 74
6812 100 62
6813 45 88
6814 84 38
6815 63 28
6816 93 29
6817 59 87
6818 65 54
6819 82 34
6820 90 44
6821 52 74
6822 84 2
6823 70 98
6824 44 69
6825 100 10
6826 99 84
6827 100 78
6828 55 43
6829 48 56
6830 65 69
6831 77 40
6832 37 36
6833 94 74
6834 47 71
6835 46 57
6836 62 96
6837 56 13
6838 70 23
6839 63 36
6840 91 41
6841 87 82
6842 35 6
6843 51 67
6844 77 51
6845 70 88
6846 75 33
6847 80 39
6848 30 33
6849 75 88
6850 57 41
6851 100 76
6852 69 47
6853 72 46
6854 30 83
6855 74 4
6856 31 57
6857 29 54
6858 25 1
6859 31 25
6860 88 1
6861 79 58
6862 68 46
6863 45 46
6864 62 73
6865 98 71
6866 48 44
6867 54 97
6868 88 27
6869 64 53
6870 94 58
6871 32 4
6872 39 71
6873 69 85
6874 98 83
6875 47 76
6876 44 93
6877 92 25
6878 63 61
6879 47 53
6880 75 31
6881 44 51
6882 91 35
6883 70 35
6884 48 75
6885 26 8
6886 59 26
6887 33 23
6888 76 64
6889 87 30
6890 71 22
6891 30 7
6892 71 44
6893 37 43
6894 99 27
6895 68 95
6896 90 78
6897 44 99
6898 94 100
6899 65 45
6900 82 47
6901 25 3
6902 55 44
6903 61 85
6904 36 95
6905 58 54
6906 45 46
6907 86 55
6908 98 47
6909 27 98
6910 28 60
6911 25 56
6912 62 14
6913 79 89
6914 57 89
6915 59 89
6916 96 25
6917 66 91
6918 35 76
6919 58 96
6920 85 22
6921 72 98
6922 77 79
6923 40 90
6924 80 67
6925 46 73
6926 26 35
6927 37 32
6928 72 34
6929 83 29
6930 54 10
6931 71 13
6932 84 63
6933 48 60
6934 96 27
6935 35 83
6936 90 55
6937 46 93
6938 78 34
6939 32 52
6940 84 98
6941 90 59
6942 93 78
6943 39 44
6944 39 98
6945 66 74
6946 85 90
6947 55 26
6948 89 73
6949 57 3
6950 85 41
6951 92 54
6952 87 97
6953 83 45
6954 63 67
6955 69 25
6956 68 7
6957 56 29
6958 69 17
6959 81 30
6960 96 74
6961 94 18
6962 88 62
6963 30 21
6964 53 67
6965 60 12
6966 77 84
6967 69 23
6968 66 45
6969 45 84
6970 78 33
6971 63 45
6972 37 18
6973 91 92
6974 70 10
6975 38 6
6976 72 15
6977 56 67
6978 39 26
6979 96 37
6980 99 56
6981 88 87
6982 42 40
6983 38 6
6984 42 22
6985 61 36
6986 32 66
6987 31 1
6988 91 56
6989 61 84
6990 56 86
6991 35 47
6992 82 68
6993 40 6
6994 81 62
6995 62 48
6996 87 82
6997 26 96
6998 55 79
6999 76 2
7000 79 30
7001 36 74
7002 46 67
7003 50 73
7004 82 38
7005 40 46
7006 86 100
7007 32 23
7008 92 56
7009 76 42
7010 32 80
7011 100 84
7012 66 56
7013 97 48
7014 89 66
7015 75 74
7016 48 91
7017 65 82
7018 69 21
7019 49 47
7020 46 45
7021 62 40
7022 60 92
7023 49 33
7024 75 5
7025 73 91
7026 87 29
7027 87 63
7028 64 48
7029 94 1
7030 87 99
7031 44 3
7032 95 39
7033 43 47
7034 53 12
7035 92 96
7036 88 49
7037 33 50
7038 92 14
7039 39 21
7040 32 67
7041 52 12
7042 36 100
7043 90 81
7044 30 65
7045 92 32
7046 79 71
7047 96 31
7048 36 69
7049 67 11
7050 40 45
7051 64 41
7052 61 18
7053 66 5
7054 68 15
7055 99 18
7056 41 17
7057 25 30
7058 77 91
7059 74 71
7060 97 10
7061 90 44
7062 65 53
7063 45 83
7064 85 67
7065 100 70
7066 88 31
7067 63 55
7068 26 21
7069 69 21
7070 86 16
7071 48 28
7072 57 31
7073 50 38
7074 69 49
7075 93 77
7076 99 67
7077 68 62
7078 72 96
7079 47 2
7080 77 12
7081 69 45
7082 59 81
7083 47 32
7084 97 35
7085 94 25
7086 97 20
7087 99 84
7088 98 60
7089 35 47
7090 61 71
7091 47 45
7092 73 25
7093 39 47
7094 29 82
7095 92 25
7096 45 48
7097 64 91
7098 57 12
7099 84 77
7100 44 42
7101 84 75
7102 31 74
7103 72 13
7104 97 88
7105 41 1
7106 61 16
7107 31 61
7108 43 11
7109 93 16
7110 57 24
7111 44 19
7112 90 32
7113 46 67
7114 88 58
7115 43 53
7116 89 99
7117 84 14
7118 30 11
7119 35 46
7120 63 90
7121 67 82
7122 94 61
7123 74 70
7124 90 9
7125 41 29
7126 65 20
7127 100 37
7128 71 46
7129 54 4
7130 39 62
7131 97 29
7132 92 23
7133 60 87
7134 78 61
7135 90 11
7136 41 33
7137 35 42
7138 76 82
7139 75 60
7140 91 95
7141 30 57
7142 26 54
7143 36 60
7144 46 15
7145 25 39
7146 41 52
7147 90 48
7148 78 49
7149 94 1
7150 85 4
7151 56 63
7152 96 70
7153 29 32
7154 75 49
7155 43 49
7156 87 22
7157 86 76
7158 83 23
7159 57 37
7160 93 95
7161 65 66
7162 68 82
7163 52 28
7164 28 87
7165 27 97
7166 90 98
7167 40 5
7168 55 46
7169 89 53
7170 80 95
7171 47 44
7172 28 96
7173 90 49
7174 25 72
7175 100 77
7176 75 5
7177 62 48
7178 94 74
7179 87 30
7180 64 48
7181 62 31
7182 66 24
7183 33 87
7184 36 14
7185 41 16
7186 83 1
7187 30 82
7188 45 26
7189 29 10
7190 50 31
7191 32 17
7192 47 34
7193 57 15
7194 58 41
7195 65 72
7196 65 67
7197 42 4
7198 97 52
7199 40 88
7200 80 31
7201 50 70
7202 69 16
7203 56 55
7204 60 54
7205 61 43
7206 99 63
7207 70 73
7208 85 84
7209 28 94
7210 28 4
7211 75 36
7212 41 59
7213 41 1
7214 34 32
7215 42 75
7216 98 36
7217 25 39
7218 86 70
7219 32 1
7220 59 83
7221 74 27
7222 97 62
7223 82 41
7224 74 66
7225 59 75
7226 37 21
7227 42 29
7228 33 4
7229 99 41
7230 46 82
7231 58 10
7232 52 59
7233 68 8
7234 84 46
7235 33 71
7236 85 6
7237 69 53
7238 52 67
7239 72 59
7240 89 40
7241 39 9
7242 55 6
7243 78 14
7244 57 21
7245 87 60
7246 71 17
7247 58 19
7248 80 24
7249 63 60
7250 37 27
7251 96 33
7252 91 24
7253 30 44
7254 36 55
7255 32 97
7256 74 7
7257 52 93
7258 79 33
7259 64 53
7260 69 25
7261 27 14
7262 36 91
7263 72 51
7264 33 3
7265 86 75
7266 37 95
7267 39 33
7268 99 57
7269 70 20
7270 40 29
7271 27 20
7272 37 90
7273 29 1
7274 80 66
7275 58 24
7276 45 30
7277 60 58
7278 37 36
7279 58 25
7280 47 48
7281 70 1
7282 67 87
7283 96 54
7284 25 85
7285 88 64
7286 70 24
7287 48 63
7288 26 6
7289 84 93
7290 75 8
7291 93 73
7292 93 72
7293 89 23
7294 72 43
7295 77 58
7296 81 60
7297 83 52
7298 86 95
7299 26 5
7300 30 28
7301 28 7
7302 33 25
7303 32 3
7304 99 21
7305 25 50
7306 47 28
7307 43 41
7308 41 14
7309 76 19
7310 59 67
7311 35 16
7312 49 7
7313 95 14
7314 43 94
7315 93 18
7316 75 53
7317 55 84
7318 54 78
7319 95 91
7320 34 70
7321 53 17
7322 46 23
7323 55 91
7324 30 36
7325 55 7
7326 61 35
7327 66 10
7328 90 68
7329 56 55
7330 31 13
7331 54 62
7332 82 85
7333 33 42
7334 47 74
7335 32 98
7336 89 87
7337 70 93
7338 33 2
7339 45 59
7340 86 36
7341 60 94
7342 78 93
7343 31 23
7344 96 14
7345 86 88
7346 65 95
7347 26 43
7348 77 40
7349 35 86
7350 59 56
7351 46 85
7352 64 61
7353 36 79
7354 54 42
7355 56 21
7356 33 20
7357 49 96
7358 82 39
7359 46 31
7360 76 4
7361 57 92
7362 31 42
7363 40 83
7364 55 23
7365 65 92
7366 36 45
7367 32 22
7368 29 16
7369 87 78
7370 60 29
7371 37 35
7372 78 95
7373 88 87
7374 38 79
7375 66 66
7376 69 8
7377 55 100
7378 59 58
7379 96 9
7380 75 25
7381 65 73
7382 90 19
7383 56 14
7384 78 47
7385 59 13
7386 69 3
7387 30 6
7388 89 48
7389 27 78
7390 64 4
7391 25 99
7392 42 4
7393 31 11
7394 33 6
7395 74 28
7396 96 43
7397 86 53
7398 65 72
7399 69 62
7400 96 53
7401 99 10
7402 39 63
7403 38 65
7404 48 66
7405 44 27
7406 95 87
7407 82 18
7408 93 23
7409 32 63
7410 84 61
7411 86 61
7412 77 38
7413 56 99
7414 38 53
7415 26 87
7416 31 55
7417 49 77
7418 28 66
7419 74 61
7420 59 83
7421 89 94
7422 32 61
7423 63 43
7424 45 97
7425 79 66
7426 98 67
7427 42 62
7428 59 100
7429 71 32
7430 90 40
7431 62 2
7432 56 21
7433 28 10
7434 34 56
7435 68 41
7436 64 56
7437 76 56
7438 55 36
7439 92 80
7440 42 62
7441 34 39
7442 34 41
7443 100 29
7444 63 28
7445 39 45
7446 85 76
7447 32 78
7448 40 74
7449 99 65
7450 91 36
7451 44 18
7452 60 79
7453 51 87
7454 83 7
7455 60 75
7456 96 71
7457 96 19
7458 27 33
7459 62 54
7460 83 97
7461 32 81
7462 63 27
7463 61 8
7464 54 37
7465 100 73
7466 63 28
7467 78 63
7468 47 3
7469 70 26
7470 45 96
7471 89 16
7472 94 100
7473 57 17
7474 26 93
7475 61 55
7476 99 46
7477 57 44
7478 40 8
7479 85 89
7480 94 82
7481 35 35
7482 36 48
7483 43 10
7484 39 52
7485 42 27
7486 93 79
7487 26 50
7488 87 67
7489 44 11
7490 73 17
7491 28 15
7492 50 43
7493 51 87
7494 47 48
7495 87 25
7496 79 22
7497 87 56
7498 59 5
7499 66 86
7500 34 16
